"ID","NOTAM","nType","countryCode","qcode","aerodrome","startTime","endTime","period","verbiage","issuedBy","isCancelled"
9514,"L0048/18","N","RJJJ","QXXXX","RJTY",5/21/2018 20:13:00,5/21/2018 23:00:00,,"K-TAXIWAY CLOSED","KN",0
9515,"M0381/18","N","RJJJ","QMXHW","RJTY",5/22/2018 0:25:00,6/22/2018 4:00:00,,"TWY A WORK IN PROGRESS OPEN LIGHTED TRENCHES IN BOTH SHOULDERS BETWEEN TWY A1 AND TWY C1","KF",0
9516,"M0382/18","N","RJJJ","QMRGO","RJTY",5/23/2018 3:47:00,5/23/2018 13:00:00,,"RUNWAY IS WET, BUT NO STANDING WATER.","KN",0
9517,"M0383/18","C",,,"RJTY",5/23/2018 6:09:49,5/26/2018 6:09:49,,"Cancel M0204/18","AT*",0
9518,"M0384/18","N","RJJJ","QXXXX","RJTY",5/23/2018 6:12:00,8/20/2018 13:00:00,,"AERODROME YOKOTA RAPCON CLEARANCE DELIVERY FREQUENCY CHG FROM 285.8 TO 279.9","AT*",0
9519,"M0385/18","C",,,"RJTY",5/23/2018 12:19:15,5/26/2018 12:19:15,,"Cancel M0380/18","AT*",0
9520,"M0386/18","N","RJJJ","QWVLW","RJTY",5/23/2018 12:22:00,5/24/2018 12:00:00,,"IMC FORMATION FLIGHT 4 X C-130S, SRFC TO 1,015 FT AGL, 24 MAY/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","CB",0
9521,"M0387/18","N","RJJJ","QXXXX","RJTY",5/23/2018 12:29:00,5/24/2018 12:57:58,,"9,000 FT RUNWAY DISTANCE MARKER FOR RWY 36 UNLIT.","AP",1
9522,"M0388/18","N","RJJJ","QMRGO","RJTY",5/23/2018 20:26:00,5/23/2018 22:46:31,,"RWY 18/36 RWY WET","CB",1
9523,"M0389/18","R","RJJJ","QWVLW","RJTY",5/24/2018 8:00:00,5/24/2018 12:00:00,,"Replaces M0386/18: IMC FORMATION FLIGHT 4 X C-130S, SRFC TO 1,015 FT AGL, 24 MAY/0800Z-1200Z, EAGLE DZ, SKE RUN-IN","CB",0
9524,"M0390/18","C",,,"RJTY",5/23/2018 22:46:31,5/26/2018 22:46:31,,"Cancel M0388/18","CB",0
9525,"M0391/18","N","RJJJ","QMRGO","RJTY",5/24/2018 4:14:00,5/24/2018 6:54:52,,"RWY 18/36 WET","KK",1
9526,"M0392/18","C",,,"RJTY",5/24/2018 6:54:52,5/27/2018 6:54:52,,"Cancel M0391/18","KK",0
9527,"M0393/18","C",,,"RJTY",5/24/2018 12:57:58,5/27/2018 12:57:58,,"Cancel M0387/18","AP",0
9528,"M0394/18","N","RJJJ","QXXXX","RJTY",5/26/2018 9:38:00,5/30/2018 11:00:00,,"3 X C-130S, SRFC TO 1,015 FT AGL, 30 MAY/0001Z-0330Z, EAGLE DZ, SKE RUN-IN 3 X C-130S, SRFC TO 1,015 FT AGL, 30 MAY/0730Z-1100Z, EAGLE DZ, SKE RUN-IN","AT*",0
9529,"M0395/18","N","RJJJ","QXXXX","RJTY",5/26/2018 9:39:00,5/31/2018 12:30:00,,"3 X C-130S, SRFC TO 1,015 FT AGL, 31 MAY/0100Z-0430Z, EAGLE DZ, SKE RUN-IN 3 X C-130S, SRFC TO 1,015 FT AGL, 31 MAY/0900Z-1230Z, EAGLE DZ, SKE RUN-IN","AT*",0
9530,"M0396/18","N","RJJJ","QXXXX","RJTY",5/26/2018 9:39:00,6/1/2018 3:00:00,,"2 X C-130S, SRFC TO 1,015 FT AGL, 1 JUNE/0001Z-0300Z, EAGLE DZ, SKE RUN-IN","AT*",0
9531,"M0397/18","N","RJJJ","QRTCS","RJTY",6/1/2018 0:01:00,6/1/2018 8:00:00,,"TFR ESTABLISHED OVER HINO CITY (LOCATES 5 NM SSE OF YOKOTA, EXPAND FROM 0.5 TO 3 NM EAST OF EXTENDED RUNWAY CENTERLINE.) AVOID AREA BY 3 MILES AND ALTITUDE OF 3,000 FT. NO RESTRICTION TO GROUND OPERATIONS.","KN",0
9532,"M0398/18","C",,,"RJTY",5/29/2018 22:45:49,6/1/2018 22:45:49,,"Cancel M0333/18","AP",0
9533,"M0399/18","N","RJJJ","QXXXX","RJTY",5/29/2018 22:48:00,5/31/2018 20:44:14,,"B-2, ROUGH TERRAIN CRANE 50 TON WORK PERIOD; EVERY WEEKDAY OF JUNE (MONDAY TO FRIDAY) AND ON JUNE 9 (SATURDAY) HEIGHT: 137.8 FEET (42.0 METERS) LOCATION: 139°21'29.29""E 35°42'53.86""N GROUND ELEVATION: 364.3 FEET MSL (111.03 METERS)","SD",1
9534,"M0400/18","N","RJJJ","QMRGO","RJTY",5/30/2018 7:39:00,5/30/2018 20:41:39,,"RWY IS WET.","CB",1
9535,"M0401/18","C",,,"RJTY",5/30/2018 20:41:39,6/2/2018 20:41:39,,"Cancel M0400/18","CB",0
9536,"M0402/18","N","RJJJ","QGSAU","RJTY",5/30/2018 21:15:00,6/27/2018 23:36:34,,"LIQUID NITROGEN UNAVAILABLE FOR C-5","AP",1
9537,"M0403/18","N","RJJJ","QMRGO","RJTY",5/31/2018 5:45:00,5/31/2018 13:00:00,,"RUNWAY IS WET, BUT NO STANDING WATER.","KN",0
9538,"M0404/18","N","RJJJ","QXXXX","RJTY",5/31/2018 8:05:00,5/31/2018 11:00:00,,"TWY KILO CLOSED.","KK",0
9539,"M0405/18","C",,,"RJTY",5/31/2018 20:44:14,6/3/2018 20:44:14,,"Cancel M0399/18","SD",0
9540,"M0406/18","C",,,"RJTY",5/31/2018 20:44:56,6/3/2018 20:44:56,,"Cancel M0332/18","SD",0
9541,"M0408/18","N","RJJJ","QMXLC","RJTY",6/2/2018 4:31:00,6/2/2018 22:01:47,,"TWY A CLSD TO ACFT WINGSPAN MORE THAN  130FT NORTH OF SPOT C5-4 (C5 RAMP)","SD",1
9542,"M0409/18","N","RJJJ","QMXLC","RJTY",6/2/2018 22:01:00,6/21/2018 23:17:14,,"TWY A CLSD TO ACFT WINGSPAN MORE THAN  130FT NORTH OF SPOT C5-4 (C5 RAMP)   INCLUDING TWY A1","AP",1
9543,"M0410/18","C",,,"RJTY",6/2/2018 22:01:47,6/5/2018 22:01:47,,"Cancel M0408/18","SD",0
9544,"M0411/18","N","RJJJ","QMRGO","RJTY",6/5/2018 20:38:00,6/6/2018 4:45:00,,"RWY IS WET","KF",0
9545,"M0412/18","N","RJJJ","QMRGO","RJTY",6/6/2018 12:39:00,6/6/2018 23:00:33,,"RWY IS WET","AT*",1
9546,"M0413/18","C",,,"RJTY",6/6/2018 23:00:33,6/9/2018 23:00:33,,"Cancel M0412/18","AT*",0
9547,"M0414/18","N","RJJJ","QWLLW","RJTY",6/9/2018 6:10:00,6/10/2018 8:10:00,,"ASCENT OF 100 FREE BALLOONS WILL TAKE PLACE AT 3544N13922E, APPROX 1.5 NM SE OF RWY 36 APPROACH END, SFC TO 10,000 FT MSL, BY 9 JUN (SAT) 1510`1540L AND 10 JUN (SUN) 1650`1710L.","KN",0
9548,"M0415/18","N","RJJJ","QMRGO","RJTY",6/8/2018 11:05:00,6/8/2018 18:54:51,,"RWY IS WET","AT*",1
9549,"M0416/18","C",,,"RJTY",6/8/2018 18:54:51,6/11/2018 18:54:51,,"Cancel M0415/18","AT*",0
9550,"M0417/18","N","RJJJ","QXXXX","RJTY",6/8/2018 19:04:00,7/13/2018 1:51:17,,"TWY E TACAN CHECKPOINT SIGN AT TWY E1 MISSING.","KG",1
9551,"M0418/18","N","RJJJ","QMMXX","RJTY",6/8/2018 19:05:00,7/13/2018 1:51:01,,"TWY E HOLD SIGN AT TWY E2 MISSING FOR TWY F CMA","KG",1
9552,"M0419/18","N","RJJJ","QMMXX","RJTY",6/8/2018 19:05:00,7/13/2018 1:50:43,,"TWY G HOLD SIGN AT TWY F (SOUTH) MISSING FOR TWY F CMA","KG",1
9553,"M0420/18","N","RJJJ","QXXXX","RJTY",6/8/2018 19:10:00,6/12/2018 12:00:00,,"HALO/STATIC LINE, 1XC-130S, SRFC-10,000/1,015 FT AGL, 12 JUN/0800Z-1200Z, EAGLE DZ, SKE RUN-IN AIRDROP OF ACTUAL PERSONNEL WILL OCCUR AT EAGLE DZ FROM SURFACE TO 10,000MSL FROM 0800Z-1200Z","AT*",0
9554,"M0421/18","N","RJJJ","QXXXX","RJTY",6/8/2018 19:11:00,6/13/2018 13:00:00,,"HALO/STATIC LINE, 1XC-130S, SRFC-10,000/1,015 FT AGL, 13 JUN/0800Z-1200Z, EAGLE DZ, SKE RUN-IN AIRDROP OF ACTUAL PERSONNEL WILL OCCUR AT EAGLE DZ FROM SURFACE TO 10,000MSL FROM 0800Z-1200Z","AT*",0
9555,"M0422/18","N","RJJJ","QXXXX","RJTY",6/8/2018 19:11:00,6/14/2018 12:00:00,,"HALO/STATIC LINE, 1XC-130S, SRFC-10,000/1,015 FT AGL, 14 JUN/0800Z-1200Z, EAGLE DZ, SKE RUN-IN AIRDROP OF ACTUAL PERSONNEL WILL OCCUR AT EAGLE DZ FROM SURFACE TO 10,000MSL FROM 0800Z-1200Z","AT*",0
9556,"M0423/18","N","RJJJ","QMRGO","RJTY",6/9/2018 17:28:00,6/10/2018 13:00:00,,"RWY IS WET WITH LESS THAN 1/10 INCH OF STANDING WATER","AT*",0
9557,"M0424/18","N","RJJJ","QMRGO","RJTY",6/10/2018 19:10:00,6/11/2018 21:13:02,,"RWY 18/36 IS WET WITH LESS THAN 1/10 INCH OF STANDING WATER","CB",1
9558,"M0425/18","C",,,"RJTY",6/11/2018 21:13:02,6/14/2018 21:13:02,,"Cancel M0424/18","CB",0
9559,"M0426/18","N","RJJJ","QXXXX","RJTY",6/12/2018 7:19:00,6/12/2018 17:54:51,,"RWY IS WET WITH LESS THAN 1/10TH INCH STANDING WATER","AT*",1
9560,"M0427/18","C",,,"RJTY",6/12/2018 17:54:51,6/15/2018 17:54:51,,"Cancel M0426/18","AT*",0
9561,"M0428/18","N","RJJJ","QLXAS","RJTY",6/12/2018 18:30:00,7/13/2018 1:51:55,,"RWY 18/36 CENTERLINE LGT   UNSERVICEABLE","KG",1
9562,"M0429/18","N","RJJJ","QGXCH","RJTY",6/13/2018 8:03:00,7/25/2018 20:38:40,,"AIRCREW BE ADVISED DUPLICATE RDMS LOCATED ON EAST SIDE OF RWY.","CB",1
9563,"M0483/18","N","RJJJ","QRTXX","RJTY",7/6/2018 0:00:00,7/5/2018 4:58:44,,"LOCATION IS MORE THAN 3 MILES FROM BASE: AVOID AREA BY 3 MILES AND ALTITUDE OF 3,000FT. NO RESTRICTIONS TO GROUND OPERATIONS.","AP",1
9564,"M0553/18","N","RJJJ","QRTXX","RJTY",7/29/2018 4:00:00,7/29/2018 6:00:00,,"TFR IN EFFECT FOR HINO CITY. SFC - 3000MSL. AVOID BY 3NM","SD",0
9565,"M0607/18","N","RJJJ","QRTXX","RJTY",8/9/2018 5:01:00,8/9/2018 8:00:00,,"TFR FOR HINO AND INAGI CITIES IN EFFECT SFC - 3000MSL. AVOID AREA BY 3NM","SD",0
9566,"M0608/18","N","RJJJ","QRTXX","RJTY",8/10/2018 0:00:00,8/10/2018 8:00:00,,"TFR FOR HINO AND INAGI CITIES IN EFFECT SFC - 3000MSL. AVOID AREA BY 3NM","SD",0
9567,"M0688/18","N","RJJJ","QRTXX","RJTY",9/5/2018 0:00:00,9/3/2018 7:35:44,,"LOCATION IS MORE THAN 3 MILES FROM BASE: AVOID AREA BY 3 MILES AND ALTITUDE OF 3,000FT. NO RESTRICTIONS TO GROUND OPERATIONS.","SD",1
9568,"M0705/18","N","RJJJ","QRTXX","RJTY",9/9/2018 4:00:00,9/9/2018 6:00:00,,"TFR IN EFFECT FOR HINO CITY SFC - 3000MSL AVOID BY 3NM","CB",0
9569,"M0772/18","N","RJJJ","QRTXX","RJTY",9/29/2018 1:00:00,9/29/2018 6:00:00,,"TFR IN EFFECT FOR INAGI CITY SFC - 3000MSL AVOID BY 3NM","SD",0
9570,"M0476/18","N","RJJJ","QRTXX","RJTY",7/4/2018 23:30:00,7/2/2018 0:54:54,,"OPERATIONS LIMITED TO INITIAL TAKEOFF AND FULL STOP ONLY. PATTERS AND APPROACHES PROHIBITED.","SD",1
9571,"M0430/18","N","RJJJ","QMXLC","RJTY",6/14/2018 1:49:00,6/14/2018 17:14:17,,"TWY K CLSD","AT*",1
9572,"M0431/18","N","RJJJ","QXXXX","RJTY",6/14/2018 17:14:00,6/15/2018 0:37:25,,"RWY IS WET WITH LESS THAN 1/10TH INCH STANDING WATER","AP",1
9573,"M0432/18","C",,,"RJTY",6/14/2018 17:14:17,6/17/2018 17:14:17,,"Cancel M0430/18","AT*",0
9574,"M0433/18","C",,,"RJTY",6/15/2018 0:37:25,6/18/2018 0:37:25,,"Cancel M0431/18","AP",0
9575,"M0434/18","N","RJJJ","QMRGO","RJTY",6/15/2018 4:50:00,6/15/2018 5:01:21,,"RUNWAY IS WET, BUT NO ATSNDING WATER.","KK",1
9576,"M0435/18","C",,,"RJTY",6/15/2018 5:01:21,6/18/2018 5:01:21,,"Cancel M0434/18","KK",0
9577,"M0436/18","N","RJJJ","QMRGO","RJTY",6/15/2018 5:02:00,6/15/2018 23:59:00,,"RWY IS WET, WITH NO STANDING WATER","KK",0
9578,"M0439/18","N","RJJJ","QXXXX","RJTY",6/19/2018 8:30:00,6/19/2018 12:30:00,,"TRAINING FLIGHT. 1 X C-130S, SRFC TO 1,015 FT AGL, 19 JUN/0830Z-1230Z, EAGLE DZ, SKE RUN-IN","SD",0
9579,"M0446/18","N","RJJJ","QXXXX","RJTY",6/21/2018 0:01:00,6/21/2018 4:00:00,,"TRAINING FLIGHT. 1 X C-130S, SRFC TO 1,015 FT AGL, 21 JUN/0001Z-0400Z, EAGLE DZ, SKE RUN-IN","AT*",0
9580,"M0445/18","N","RJJJ","QXXXX","RJTY",6/21/2018 8:30:00,6/21/2018 12:30:00,,"TRAINING FLIGHT. 1 X C-130S, SRFC TO 1,015 FT AGL, 21 JUN/0830Z-1230Z, EAGLE DZ, SKE RUN-IN","AT*",0
9581,"M0447/18","N","RJJJ","QXXXX","RJTY",6/22/2018 0:01:00,6/22/2018 4:00:00,,"LCLA DROPS. 1 X C-130S, SRFC TO 1,015 FT AGL, 22 JUN/0001Z-0400Z, EAGLE DZ, SKE RUN-IN","SD",0
9582,"M0437/18","N","RJJJ","QXXXX","RJTY",6/15/2018 12:29:00,6/25/2018 11:32:34,,"NORTHWEST RDM 9/2 AND 6/5 UNLIT","AT*",1
9583,"M0438/18","N","RJJJ","QMRGO","RJTY",6/16/2018 9:51:00,6/16/2018 23:04:56,,"RWY IS WET WITH LESS THAN 1/10TH INCH STANDING WATER","KF",1
9584,"M0440/18","C",,,"RJTY",6/16/2018 23:04:56,6/19/2018 23:04:56,,"Cancel M0438/18","KF",0
9585,"M0441/18","N","RJJJ","QMRGO","RJTY",6/18/2018 9:43:00,6/18/2018 20:56:19,,"RWY 18/36 WET","AT*",1
9586,"M0442/18","C",,,"RJTY",6/18/2018 20:56:19,6/21/2018 20:56:19,,"Cancel M0441/18","AT*",0
9587,"M0443/18","N","RJJJ","QMRGO","RJTY",6/19/2018 20:12:00,6/20/2018 13:00:00,,"RUNWAY IS WET, BUT NO STANDING WATER.","KN",0
9588,"M0444/18","N","RJJJ","QMRGO","RJTY",6/20/2018 20:45:00,6/21/2018 3:14:40,,"RUNWAY IS WET, BUT NO STANDING WATER.","KN",1
9589,"M0448/18","C",,,"RJTY",6/21/2018 3:14:40,6/24/2018 3:14:40,,"Cancel M0444/18","KN",0
9590,"M0449/18","N","RJJJ","QXXXX","RJTY",6/22/2018 0:45:00,6/22/2018 2:30:00,,"AERODROME QUIET HOURS AND RAMP FREEZE IN EFFECT. TAKEOFFS, LANDINGS, AND APPROACHES ARE NOT PERMITTED. RAMP FREEZE IN EFFECT FROM TWY E-1 TO A-3. ENGINE RUNS, APU/AGE OPERATIONS, AIRCRAFT/VEHICLE MOVEMENTS ARE NOT AUTHORIZED IN THIS AREA. PRIOR SCHEDULED TRAINING FLIGHTS AND MISSION ESSENTIAL FLIGHTS ARE PERMITTED WITH 374OG/CC APPROVAL","KK",0
9591,"M0450/18","C",,,"RJTY",6/21/2018 23:17:14,6/24/2018 23:17:14,,"Cancel M0409/18","AP",0
9592,"M0451/18","N","RJJJ","QXXXX","RJTY",6/21/2018 23:18:00,7/5/2018 0:23:57,,"TWY A CLSD TO ACFT WINGSPAN MORE THAN 130FT NORTH OF SPOT C5-4 (C5 RAMP) INCLUDING TWY A1","CB",1
9593,"M0454/18","N","RJJJ","QWVLW","RJTY",6/27/2018 0:01:00,6/27/2018 4:00:00,,"IMC FORMATION FLIGHT 2 X C-130S, SRFC TO 1,015 FT AGL, 27 JUN/0001Z-0400Z, EAGLE DZ, SKE RUN-IN","SD",0
9594,"M0458/18","N","RJJJ","QWVLW","RJTY",6/27/2018 8:00:00,6/27/2018 12:30:00,,"IMC FORMATION FLIGHT 2 X C-130S, SRFC TO 1,015 FT AGL, 27 JUN/0800Z-1230Z, EAGLE DZ, SKE RUN-IN","SD",0
9595,"M0460/18","N","RJJJ","QWVLW","RJTY",6/28/2018 0:01:00,6/28/2018 4:00:00,,"IMC FORMATION FLIGHT 2 X C-130S, SRFC TO 1,015 FT AGL, 28 JUN/0001Z-0400Z, EAGLE DZ, SKE RUN-IN","KK",0
9596,"M0461/18","N","RJJJ","QWVLW","RJTY",6/28/2018 8:30:00,6/28/2018 12:30:00,,"IMC FORMATION FLIGHT 2 X C-130S, SRFC TO 1,015 FT AGL, 28 JUN/0830Z-1230Z, EAGLE DZ, SKE RUN-IN","KK",0
9597,"M0452/18","N","RJJJ","QMRGO","RJTY",6/23/2018 5:26:00,6/23/2018 13:00:00,,"RWY 18/36 WET WITH NO STANDING WATER","CB",0
9598,"M0455/18","N","RJJJ","QMRGO","RJTY",6/24/2018 0:45:00,6/24/2018 1:41:36,,"RWY 18/36 IS WET WITH NO STANDING WATER","SD",1
9599,"M0456/18","C",,,"RJTY",6/24/2018 1:41:36,6/27/2018 1:41:36,,"Cancel M0455/18","SD",0
9600,"M0457/18","N","RJJJ","QXXXX","RJTY",6/24/2018 4:17:00,7/30/2018 5:31:05,,"JET ACFT BACK TAXIING FOR DEPARTURE ON RWY 18 MUST TURN LEFT (WEST) TO LINE UP","KF",1
9601,"M0459/18","C",,,"RJTY",6/25/2018 11:32:34,6/28/2018 11:32:34,,"Cancel M0437/18","AT*",0
9602,"M0462/18","N","RJJJ","QXXXX","RJTY",6/27/2018 12:23:00,6/28/2018 4:04:15,,"AERODROME RAMP FREEZE IN EFFECT FROM TWY E-1 TO A-3 FROM 1000-1100Z ON 28 JUN 18 AND 0600-0700Z ON 29 JUN 18 . ENGINE RUNS, APU/AGE OPERATIONS OR AIRCRAFT MOVEMENTS ARE NOT AUTHORIZED IN THIS AREA. ONLY DV SUPPORT VEHICLES/AIRCRAFT MOVEMENTS ARE PERMITTED IN THIS AREA","AP",1
9603,"M0463/18","C",,,"RJTY",6/27/2018 23:36:34,6/30/2018 23:36:34,,"Cancel M0402/18","AP",0
9604,"M0464/18","N","RJJJ","QXXXX","RJTY",6/27/2018 23:37:00,7/30/2018 13:00:00,,"LIQUID NITROGEN UNAVAILABLE FOR C-5","AP",0
9605,"M0465/18","C",,,"RJTY",6/28/2018 4:04:15,7/1/2018 4:04:15,,"Cancel M0462/18","AP",0
9606,"M0466/18","N","RJJJ","QXXXX","RJTY",6/28/2018 4:05:00,6/28/2018 5:22:16,,"AERODROME RAMP FREEZE IN EFFECT FROM TWY E-1 TO A-3 FROM 0900-1000Z ON 28 JUN 18 AND 0600-0700Z ON 29 JUN 18 . ENGINE RUNS, APU/AGE OPERATIONS OR AIRCRAFT MOVEMENTS ARE NOT AUTHORIZED IN THIS AREA. ONLY DV SUPPORT VEHICLES/AIRCRAFT MOVEMENTS ARE PERMITTED IN THIS AREA","KG",1
9607,"M0467/18","C",,,"RJTY",6/28/2018 5:22:16,7/1/2018 5:22:16,,"Cancel M0466/18","KG",0
9608,"M0468/18","N","RJJJ","QXXXX","RJTY",6/28/2018 5:24:00,6/28/2018 6:40:14,,"AERODROME RAMP FREEZE IN EFFECT FROM TWY E-1 TO A-3 FROM 0700-0800Z ON 28 JUN 18 AND 0600-0700Z ON 29 JUN 18 . ENGINE RUNS, APU/AGE OPERATIONS OR AIRCRAFT MOVEMENTS ARE NOT AUTHORIZED IN THIS AREA. ONLY DV SUPPORT VEHICLES/AIRCRAFT MOVEMENTS ARE PERMITTED IN THIS AREA","KG",1
9609,"M0469/18","C",,,"RJTY",6/28/2018 6:40:14,7/1/2018 6:40:14,,"Cancel M0468/18","KG",0
9610,"M0470/18","N","RJJJ","QXXXX","RJTY",6/28/2018 6:44:00,6/29/2018 5:39:34,,"AERODROME RAMP FREEZE IN EFFECT FROM TWY E-1 TO A-3 FROM 0800-0900Z ON 28 JUN 18 AND 0600-0700Z ON 29 JUN 18 . ENGINE RUNS, APU/AGE OPERATIONS OR AIRCRAFT MOVEMENTS ARE NOT AUTHORIZED IN THIS AREA. ONLY DV SUPPORT VEHICLES/AIRCRAFT MOVEMENTS ARE PERMITTED IN THIS AREA","KF",1
9611,"M0471/18","N","RJJJ","QMXLC","RJTY",6/28/2018 9:28:00,6/28/2018 9:29:57,,"ALPHA TAXILANE CLOSED FROM TWY E-1 TO A-3","KG",1
9612,"L0049/18","N","RJJJ","QXXXX","RJTY",6/28/2018 9:29:00,6/29/2018 5:39:43,,"ECHO RAMP CLOSED","KF",1
9613,"M0472/18","C",,,"RJTY",6/28/2018 9:29:57,7/1/2018 9:29:57,,"Cancel M0471/18","KG",0
9614,"L0050/18","N","RJJJ","QXXXX","RJTY",6/28/2018 9:30:00,6/29/2018 5:39:55,,"ALPHA TAXILANE CLOSED FROM TWY E-1 TO A-3","KF",1
9615,"M0473/18","C",,,"RJTY",6/29/2018 5:39:34,7/2/2018 5:39:34,,"Cancel M0470/18","KF",0
9616,"L0051/18","C",,,"RJTY",6/29/2018 5:39:43,7/2/2018 5:39:43,,"Cancel L0049/18","KF",0
9617,"L0052/18","C",,,"RJTY",6/29/2018 5:39:55,7/2/2018 5:39:55,,"Cancel L0050/18","KF",0
9618,"M0474/18","N","RJJJ","QMXLC","RJTY",6/29/2018 22:06:00,7/3/2018 0:44:55,,"TWY H CLSD","KN",1
9619,"M0475/18","N","RJJJ","QMXLC","RJTY",6/29/2018 22:07:00,7/3/2018 0:42:06,,"TWY K CLSD","KN",1
9620,"M0477/18","C",,,"RJTY",7/2/2018 0:54:54,7/5/2018 0:54:54,,"Cancel M0476/18","SD",0
9621,"M0478/18","N","RJJJ","QRTXX","RJTY",7/4/2018 23:30:00,7/5/2018 7:00:00,,"OPERATIONS LIMITED TO INITIAL TAKEOFF AND FULL STOP ONLY. PATTERNS AND APPROACHES PROHIBITED.","SD",0
9622,"M0479/18","N","RJJJ","QXXXX","RJTY",7/3/2018 10:50:00,7/3/2018 11:30:00,,"FLIGHT RESTRICTINS IN EFFECT OVER YOKOTA AERODROME UP TO 3000FT AGL FOR FIREWORKS DISPLAY.","KK",0
9623,"M0480/18","N","RJJJ","QXXXX","RJTY",7/2/2018 23:58:00,7/19/2018 23:43:33,,"TWY A3 CLOSED.","AP",1
9624,"M0481/18","C",,,"RJTY",7/3/2018 0:42:06,7/6/2018 0:42:06,,"Cancel M0475/18","KN",0
9625,"L0053/18","N","RJJJ","QXXXX","RJTY",7/3/2018 0:44:00,7/3/2018 13:00:00,,"G-TWY BETWEEN SPOT G1 AND HANGER22 (BLDG 1505) IS LIMITED TO CESSNA 172 OR SMALLER.","KN",0
9626,"M0482/18","C",,,"RJTY",7/3/2018 0:44:55,7/6/2018 0:44:55,,"Cancel M0474/18","KN",0
9627,"L0054/18","N","RJJJ","QXXXX","RJTY",7/3/2018 0:46:00,7/3/2018 13:00:00,,"H-TWY CLOSED","KN",0
9628,"M0484/18","C",,,"RJTY",7/5/2018 0:23:57,7/8/2018 0:23:57,,"Cancel M0451/18","CB",0
9629,"M0485/18","N","RJJJ","QXXXX","RJTY",7/5/2018 0:31:00,7/22/2018 13:00:00,,"TWY A CLOSED TO ALL JET ENGINE OPERATED AIRCRAFT NORTH OF SPOT C5-4 (C5 RAMP)","CB",0
9630,"M0486/18","N","RJJJ","QMXLC","RJTY",7/5/2018 2:30:00,7/5/2018 3:00:00,,"TWY B CLSD","CB",0
9631,"M0487/18","C",,,"RJTY",7/5/2018 4:58:44,7/8/2018 4:58:44,,"Cancel M0483/18","AP",0
9632,"M0488/18","N","RJJJ","QXXXX","RJTY",7/5/2018 5:01:00,7/6/2018 8:00:00,,"FLIGHT RESTRICTIONS FOR HINO CITY: LOCATION IS MORE THAN 3 MILES FROM BASE: AVOID AREA BY 3 MILES AND ALTITUDE OF 3,000FT. NO RESTRICTIONS TO GROUND OPERATIONS.","AP",0
9633,"M0489/18","N","RJJJ","QXXXX","RJTY",7/5/2018 7:56:00,7/6/2018 2:15:00,,"TAXIWAY BRAVO CLOSED","CB",0
9634,"M0490/18","N","RJJJ","QMRGO","RJTY",7/5/2018 20:20:00,7/6/2018 13:00:00,,"RWY 18/36 IS WET","CB",0
9635,"M0491/18","R","RJJJ","QXXXX","RJTY",7/5/2018 23:45:00,7/6/2018 2:15:00,,"Replaces M0489/18: TAXIWAY BRAVO CLOSED","CB",0
9636,"L0055/18","N","RJJJ","QXXXX","RJTY",7/5/2018 22:59:00,7/5/2018 23:05:22,,"A-TAXILANE, SOUTH OF SPOT D# CLOSED","KN",1
9637,"L0056/18","C",,,"RJTY",7/5/2018 23:05:22,7/8/2018 23:05:22,,"Cancel L0055/18","KN",0
9638,"L0057/18","N","RJJJ","QXXXX","RJTY",7/5/2018 23:12:00,7/6/2018 1:00:59,,"A-TAXILANE, SOUTH OF NORTHERN EDGE OF E1 TAXIWAY, CLOSED","KN",1
9639,"L0058/18","C",,,"RJTY",7/6/2018 1:00:59,7/9/2018 1:00:59,,"Cancel L0057/18","KN",0
9640,"L0059/18","N","RJJJ","QXXXX","RJTY",7/9/2018 0:01:00,7/9/2018 2:00:00,,"B-TAXIWAY CLOSED","KN",0
9641,"M0492/18","N","RJJJ","QMXLC","RJTY",7/7/2018 21:32:00,7/8/2018 3:50:58,,"TWY K CLSD","CB",1
9642,"M0493/18","C",,,"RJTY",7/8/2018 3:50:58,7/11/2018 3:50:58,,"Cancel M0492/18","CB",0
9643,"M0494/18","N","RJJJ","QMXLC","RJTY",7/8/2018 8:49:00,7/11/2018 9:40:19,,"TWY H CLSD","KN",1
9644,"L0060/18","N","RJJJ","QXXXX","RJTY",7/8/2018 23:50:00,7/10/2018 0:01:00,,"PARKING SPOT C-5-4 CLOSED","AT*",0
9645,"L0067/18","N","RJJJ","QXXXX","RJTY",7/27/2018 1:00:00,7/27/2018 2:00:00,,"AERODROME RAMP FREEZE IN EFFECT. RAMP FREEZE IN EFFECT FROM TWY D-1 TO E-1. ENGINE RUNS, APU/AGE OPERATIONS, AIRCRAFT MOVEMENTS ARE NOT AUTHORIZED FROM D-1 TO E-1.","KG",0
9646,"M0495/18","N","RJJJ","QMXLC","RJTY",7/9/2018 23:33:00,7/10/2018 0:41:36,,"TWY B CLSD","KG",1
9647,"M0496/18","C",,,"RJTY",7/10/2018 0:41:36,7/13/2018 0:41:36,,"Cancel M0495/18","KG",0
9648,"M0497/18","N","RJJJ","QMXLC","RJTY",7/11/2018 4:00:00,7/11/2018 11:30:00,,"TWY B CLSD FROM 0400Z-0530Z AND 1000Z-1130Z.","KG",0
9649,"M0498/18","C",,,"RJTY",7/11/2018 9:40:19,7/14/2018 9:40:19,,"Cancel M0494/18","KN",0
